Accepted_SPNAME,BloomColors
Ribes nevadense,White
Ribes nevadense,Pink
Ribes nevadense,Red
Ribes oxyacanthoides,White
Ribes oxyacanthoides,Pink
Ribes oxyacanthoides,Green
Ribes rotundifolium,White
Ribes rotundifolium,Green
Ribes sanguineum,White
Ribes sanguineum,Pink
Ribes sanguineum,Red
Ribes setosum,
Ribes speciosum,Red
Ribes viburnifolium,Pink
Ribes viburnifolium,Purple
Ribes viburnifolium,Red
Richardia scabra,White
Rivina humilis,White
Rivina humilis,Pink
Robinia × ambigua,
Robinia hispida,Pink
Robinia hispida,Purple
Robinia hispida,Red
Robinia neomexicana,White
Robinia neomexicana,Purple
Robinia neomexicana,Pink
Robinia neomexicana,Brown
Robinia neomexicana,Red
Robinia pseudoacacia,White
Robinia viscosa,Pink
Romanzoffia sitchensis,White
Romanzoffia sitchensis,Yellow
Romneya coulteri,White
Romneya coulteri,Yellow
Romneya trichocalyx,White
Rorippa palustris,Yellow
Rosa acicularis,Pink
Rosa arkansana,White
Rosa arkansana,Pink
Rosa blanda,White
Rosa blanda,Pink
Rosa californica,White
Rosa californica,Pink
Rosa carolina,Pink
Rosa engelmannii,
Rosa foliolosa,White
Rosa foliolosa,Pink
Rosa foliolosa,Red
Rosa gymnocarpa,Pink
Rosa nitida,Pink
Rosa nutkana,Pink
Rosa nutkana,Red
Rosa palustris,Pink
Rosa pisocarpa,Pink
Rosa pisocarpa,Red
Rosa sayi,
Rosa setigera,White
Rosa setigera,Pink
Rosa spithamea,Pink
Rosa stellata,Pink
Rosa stellata,Purple
Rosa virginiana,Pink
Rosa virginiana,Yellow
Rosa virginiana,Purple
Rosa woodsii,Pink
Rotala ramosior,White
Rotala ramosior,Pink
Roystonea elata,
Roystonea regia,White
Rubus allegheniensis,White
Rubus arcticus,Pink
Rubus arcticus,Red
Rubus argutus,White
Rubus canadensis,White
Rubus chamaemorus,White
Rubus cuneifolius,White
Rubus dalibarda,White
Rubus deliciosus,White
Rubus flagellaris,White
Rubus hispidus,White
Rubus idaeus,White
Rubus leucodermis,White
Rubus leucodermis,Pink
Rubus occidentalis,White
Rubus odoratus,Pink
Rubus odoratus,Purple–rose
Rubus odoratus,Purple
Rubus parviflorus,White
Rubus pensilvanicus,White
Rubus pubescens,White
Rubus pubescens,Pink
Rubus spectabilis,Pink
Rubus spectabilis,Purple
Rubus spectabilis,Red
Rubus triflorus,
Rubus trivialis,White
Rubus trivialis,Pink
Rubus ursinus,White
Rubus villosus,
Rubus vitifolius,White
Rudbeckia amplexicaulis,Yellow
Rudbeckia californica,Yellow
Rudbeckia deamii,
Rudbeckia fulgida,Orange
Rudbeckia fulgida,Yellow
Rudbeckia grandiflora,Yellow
Rudbeckia grandiflora,Red
Rudbeckia hirta,Orange
Rudbeckia hirta,Yellow
Rudbeckia hirta,Red
Rudbeckia laciniata,Yellow
Rudbeckia laciniata,brown
Rudbeckia maxima,Yellow
Rudbeckia maxima,Brown
Rudbeckia missouriensis,Orange
Rudbeckia missouriensis,Yellow
Rudbeckia missouriensis,Brown
Rudbeckia mollis,Yellow
Rudbeckia mollis,Brown
Rudbeckia nitida,Yellow
Rudbeckia occidentalis,Yellow
Rudbeckia occidentalis,Green
Rudbeckia occidentalis,Red
Rudbeckia pallida,
Rudbeckia speciosa,
Rudbeckia subtomentosa,Yellow
Rudbeckia texana,Yellow
Rudbeckia texana,Green
Rudbeckia texana,Red
Rudbeckia triloba,Yellow
Rudbeckia triloba,brown
Rudbeckia triloba,Brown
Rudbeckia triloba,Red
Ruellia caroliniensis,Lavender
Ruellia caroliniensis,Pink
Ruellia caroliniensis,purple
Ruellia caroliniensis,Purple
Ruellia humilis,Lavender
Ruellia humilis,purple
Ruellia humilis,Purple
Ruellia occidentalis,Purple
Ruellia pedunculata,Violet
Ruellia pedunculata,Pink
Ruellia pedunculata,Blue
Ruellia pedunculata,Purple
Ruellia purshiana,White
Ruellia purshiana,Pink
Ruellia purshiana,Blue
Ruellia purshiana,Purple
Ruellia strepens,White
Ruellia strepens,Violet
Ruellia strepens,Purple
Rumex altissimus,Yellow
Rumex altissimus,Green
Rumex aquaticus,Pink
Rumex aquaticus,Green
Rumex aquaticus,Red
Rumex britannica,Green
Rumex britannica,Red
Rumex hymenosepalus,Red
Rumex orbiculatus,
Rumex venosus,Green
Rumex venosus,Brown
Rumex venosus,Red
Rumex verticillatus,White
Rumex verticillatus,Pink
Rumex verticillatus,Yellow
Rumex verticillatus,Green
Rumohra adiantiformis,
Rupertia physodes,
Sabal mexicana,White
Sabal minor,White
Sabal palmetto,White
Sabatia angularis,White
Sabatia angularis,Pink
Sabatia angularis,Yellow
Sabatia brachiata,White
Sabatia brachiata,Pink
Sabatia brachiata,Purple
Sabatia campanulata,White
Sabatia campanulata,Pink
Sabatia campanulata,Yellow
Sabatia campestris,White
Sabatia campestris,Pink
Sabatia campestris,Yellow
Sabatia chloroides,
Sabatia dodecandra,White
Sabatia dodecandra,Pink
Sabatia dodecandra,Yellow
Sabatia kennedyana,White
Sabatia kennedyana,Pink
Sabatia kennedyana,Purple
Sabatia lanceolata,
Sabatia paniculata,
Sabatia stellaris,White
Sabatia stellaris,Pink
Sabatia stellaris,Yellow
Sabatia stellaris,Red
Saccharum alopecuroides,White
Saccharum brevibarbe,Green
Saccharum brevibarbe,Brown
Saccharum brevibarbe,Purple
Saccharum giganteum,Green
Saccharum giganteum,Brown
Saccharum giganteum,Red
Sagina saginoides,White
Sagittaria engelmanniana,White
Sagittaria graminea,White
Sagittaria graminea,Yellow
Sagittaria lancifolia,White
Sagittaria lancifolia,Pink
Sagittaria latifolia,White
Sagittaria latifolia,Pink
Sagittaria latifolia,Yellow
Sagittaria rigida,White
Sagittaria subulata,White
Salicornia europaea,
Salix amygdaloides,White
Salix amygdaloides,Yellow
Salix amygdaloides,Green
Salix argyrocarpa,Yellow
Salix argyrocarpa,Green
Salix argyrocarpa,Brown
Salix argyrocarpa,Purple
Salix bebbiana,White
Salix bebbiana,Green
Salix bebbiana,Brown
Salix candida,White
Salix candida,Green
Salix caroliniana,Green
Salix cordata,Green
Salix cordata,Brown
Salix discolor,White
Salix discolor,Green
Salix discolor,Brown
Salix eriocephala,Green
Salix eriocephala,Brown
Salix exigua,White
Salix exigua,Yellow
Salix gooddingii,Green
Salix herbacea,Green
Salix herbacea,Pink
Salix herbacea,Yellow
Salix herbacea,Brown
Salix herbacea,Red
Salix humilis,White
Salix humilis,Green
Salix humilis,Purple
Salix humilis,Yellow
Salix humilis,Brown
Salix interior,White
Salix interior,Yellow
Salix interior,Green
Salix interior,Brown
Salix irrorata,Yellow
Salix irrorata,Green
Salix irrorata,Purple
Salix lasiandra,Yellow
Salix lasiolepis,Yellow
Salix lasiolepis,Green
Salix lasiolepis,Purple
Salix lucida,White
Salix lucida,Yellow
Salix lucida,yellow
Salix lutea,Yellow
Salix lutea,Green
Salix myricoides,Yellow
Salix nigra,Yellow
Salix nigra,Yellow–green
Salix petiolaris,Yellow
Salix petiolaris,Green
Salix petiolaris,Brown
Salix petiolaris,Purple
Salix pyrifolia,Green
Salix pyrifolia,Brown
Salix rubra,
Salix sericea,Yellow
Salix sericea,Green
Salix sericea,Yellow–green
Salix sericea,Brown
Salix uva-ursi,Yellow
Salix uva-ursi,Purple
Salix uva-ursi,Brown
Salix uva-ursi,Red
Salpingostylis coelestina,White
Salpingostylis coelestina,Blue
Salpingostylis coelestina,Purple
Saltugilia splendens,White
Saltugilia splendens,Pink
Saltugilia splendens,Purple
Salvia apiana,White
Salvia apiana,Purple
Salvia azurea,White
Salvia azurea,Blue
Salvia ballotiflora,White
Salvia ballotiflora,Blue
Salvia ballotiflora,Purple
Salvia carduacea,White
Salvia carduacea,Purple
Salvia clevelandii,Violet
Salvia clevelandii,Blue
Salvia clevelandii,Purple
Salvia coccinea,White
Salvia coccinea,Pink
Salvia coccinea,Red
Salvia columbariae,Blue
Salvia farinacea,White
Salvia farinacea,Blue
Salvia greggii,White
Salvia greggii,Purple
Salvia greggii,Pink
Salvia greggii,Orange
Salvia greggii,Red
Salvia leucophylla,Pink
Salvia leucophylla,Purple
Salvia lyrata,White
Salvia lyrata,Blue
Salvia lyrata,Purple
Salvia mellifera,White
Salvia mellifera,Blue
Salvia mellifera,Purple
Salvia regla,Red
Salvia roemeriana,Red
Salvia sonomensis,White
Salvia sonomensis,Blue
Salvia sonomensis,Violet
Salvia sonomensis,Purple
Salvia spathacea,Pink
Salvia spathacea,Red
Salvia texana,Violet
Salvia texana,Blue
Salvia texana,Purple
Sambucus canadensis,White
Sambucus cerulea,White
Sambucus glauca,
Sambucus mexicana,
Sambucus nigra,White
Sambucus pubens,
Sambucus racemosa,White
Sanguinaria canadensis,White
Sanguisorba canadensis,White
Sanguisorba menziesii,
Sanguisorba officinalis,Green
Sanguisorba stipulata,
Sanicula canadensis,Green
Sanicula marilandica,White
Sapindus drummondii,White
Sapindus marginatus,
Sapindus saponaria,White
Sapium glandulosum,
Sarcodes sanguinea,Red
Sarracenia alata,Yellow
Sarracenia flava,Yellow
Sarracenia leucophylla,Green
Sarracenia leucophylla,Red
Sarracenia minor,Yellow
Sarracenia minor,Green
Sarracenia psittacina,Yellow
Sarracenia psittacina,Red
Sarracenia purpurea,Green
Sarracenia purpurea,Purple
Sarracenia purpurea,Red
Sarracenia rubra,Red
Sassafras albidum,Yellow
Sassafras albidum,Green
Sassafras albidum,Yellow–green
Sassafras albidum,Brown
Sassafras officinale,
Sassafras sassafras,
Satureja douglasii,
Satureja vulgaris,
Saururus cernuus,White
Saururus cernuus,Lavender
Saururus cernuus,white
Saxifraga aizoides,Orange
Saxifraga aizoides,Yellow
Saxifraga bronchialis,White
Saxifraga bronchialis,Yellow
Saxifraga bronchialis,Purple
Saxifraga bronchialis,Red
Saxifraga cespitosa,White
Saxifraga cespitosa,Yellow
Saxifraga cespitosa,Green
Saxifraga hirculus,Orange
Saxifraga hirculus,Yellow
Saxifraga mertensiana,White
Saxifraga oppositifolia,White
Saxifraga oppositifolia,Pink
Saxifraga oppositifolia,Purple
Saxifraga paniculata,White
Saxifraga paniculata,Purple
Saxifraga paniculata,Pink
Saxifraga paniculata,Orange
Saxifraga paniculata,Red
Saxifraga rivularis,White
Saxifraga rivularis,Pink
Saxifraga rivularis,Brown
Saxifraga virginiensis,
Scaevola plumieri,White
Schefflera arboricola,
Scheuchzeria palustris,White
Scheuchzeria palustris,Yellow
Scheuchzeria palustris,Green
Schisandra glabra,White
Schisandra glabra,Green
Schisandra glabra,Orange
Schizachyrium littorale,
Schizachyrium scoparium,White
Schizachyrium scoparium,Green
Schizachyrium scoparium,Brown
Schizaea pusilla,Not Applicable
Schoenoplectiella purshiana,Green
Schoenoplectiella purshiana,Brown
Schoenoplectiella smithii,
Schoenoplectus acutus,Green
Schoenoplectus acutus,Brown
Schoenoplectus americanus,Yellow
Schoenoplectus americanus,Brown
Schoenoplectus californicus,Brown
Schoenoplectus maritimus,
Schoenoplectus pungens,Blue
Schoenoplectus pungens,Brown
Schoenoplectus pungens,Red
Schoenoplectus tabernaemontani,Brown
Schoenoplectus tabernaemontani,Red
Schwalbea americana,Yellow
Schwalbea americana,Purple
Schwalbea americana,Red
Scirpus acutus,
Scirpus americanus,
Scirpus atrocinctus,Green
Scirpus atrocinctus,Black
Scirpus atrocinctus,Brown
Scirpus atrovirens,Green
Scirpus atrovirens,Brown
Scirpus cernuus,
Scirpus cyperinus,Green
Scirpus cyperinus,Brown
Scirpus fluviatilis,
Scirpus georgianus,Yellow
Scirpus georgianus,Brown
Scirpus microcarpus,White
Scirpus microcarpus,Green
Scirpus microcarpus,Black
Scirpus pendulus,Green
Scirpus pendulus,Brown
Scirpus pendulus,Red
Scirpus polyphyllus,Green
Scirpus polyphyllus,Brown
Scirpus pungens,
Scirpus robustus,
Scirpus tabernaemontani,
Scirpus validus,
Scleria triglomerata,Green
Scleria triglomerata,Brown
Sclerocactus erectocentrus,Pink
Sclerocactus erectocentrus,Yellow
Sclerocactus erectocentrus,Green
Sclerocactus erectocentrus,Red
Sclerocactus johnsonii,Pink
Sclerocactus johnsonii,Yellow
Sclerocactus johnsonii,Red
Sclerocactus polyancistrus,White
Sclerocactus polyancistrus,Green
Sclerocactus polyancistrus,Purple
Sclerocactus polyancistrus,Pink
Sclerocactus polyancistrus,Red
Sclerocactus whipplei,Yellow
Sclerocactus whipplei,Green
Sclerocactus whipplei,Red
Sclerocarpus uniserialis,Yellow
Sclerocarpus uniserialis,Purple
Sclerocarpus uniserialis,Red
Sclerolepis uniflora,Violet
Sclerolepis uniflora,Pink
Scoliopus bigelovii,Yellow
Scoliopus bigelovii,Green
Scoliopus bigelovii,Brown
Scoliopus bigelovii,Purple
Scoparia dulcis,White
Scrophularia lanceolata,Yellow
Scrophularia lanceolata,Green
Scrophularia lanceolata,Brown
Scrophularia lanceolata,Purple
Scrophularia macrantha,Red
Scrophularia marilandica,Green
Scrophularia marilandica,Brown
Scrophularia marilandica,Red
Scrophularia nodosa,
Scutellaria angustifolia,Blue
Scutellaria angustifolia,Purple
Scutellaria antirrhinoides,White
Scutellaria antirrhinoides,Blue
Scutellaria antirrhinoides,Violet
Scutellaria californica,White
Scutellaria californica,Yellow
Scutellaria galericulata,Violet
Scutellaria galericulata,Blue
Scutellaria incana,White
Scutellaria incana,Blue
Scutellaria incana,Violet
Scutellaria incana,Purple
Scutellaria integrifolia,White
Scutellaria integrifolia,Pink
Scutellaria integrifolia,Blue
Scutellaria lateriflora,Violet
Scutellaria lateriflora,Blue
Scutellaria lateriflora,Purple
Scutellaria nervosa,White
Scutellaria nervosa,Blue
Scutellaria ovata,Violet
Scutellaria ovata,Blue
Scutellaria ovata,Purple
Scutellaria parvula,Blue
Scutellaria parvula,Purple
Scutellaria resinosa,Violet
Scutellaria resinosa,Blue
Scutellaria resinosa,Purple
Scutellaria serrata,Violet
Scutellaria serrata,Blue
Scutellaria serrata,Purple
Scutellaria tuberosa,White
Scutellaria tuberosa,Blue
Scutellaria tuberosa,Violet
Scutellaria tuberosa,Purple
Scutellaria wrightii,Violet
Scutellaria wrightii,Blue
Sedum divergens,Yellow
Sedum glaucophyllum,White
Sedum glaucophyllum,Green
Sedum glaucophyllum,Purple
Sedum glaucophyllum,Red
Sedum laxum,White
Sedum laxum,Pink
Sedum laxum,Yellow
Sedum laxum,Green
Sedum leibergii,Yellow
Sedum nevii,White
Sedum obtusatum,White
Sedum obtusatum,Pink
Sedum obtusatum,Yellow
Sedum obtusatum,Orange
Sedum oreganum,Yellow
Sedum pulchellum,White
Sedum pulchellum,Pink
Sedum pulchellum,Purple
Sedum pusillum,White
Sedum pusillum,Green
Sedum spathulifolium,Yellow
Sedum stenopetalum,White
Sedum stenopetalum,Yellow
Sedum telephioides,
Sedum ternatum,White
Selaginella apoda,Not Applicable
Selaginella apus,
Selaginella densa,Not Applicable
Selaginella rupestris,Not Applicable
Senecio aureus,
Senecio balsamitae,
Senecio flaccidus,Yellow
Senecio lugens,Yellow
Senecio obovatus,
Senecio smallii,
Senecio spartioides,Yellow
Senna hebecarpa,Yellow
Senna ligustrina,
Senna marilandica,
Senna marylandica,Yellow
Senna mexicana,Yellow
Senna roemeriana,Yellow
Sequoia sempervirens,Yellow
Sequoiadendron giganteum,Green
Serenoa repens,White
Sericocarpus asteroides,White
Sericocarpus asteroides,Yellow
Sericocarpus linifolius,White
Sesbania herbacea,Yellow
Sesbania herbacea,Purple
Sesbania herbacea,Red
Setaria magna,White
Setaria magna,Green
Shepherdia argentea,White
Shepherdia argentea,Yellow
Shepherdia canadensis,Yellow
Shortia galacifolia,White
Shortia galacifolia,Pink
Sibbaldia procumbens,Yellow
Sibbaldiopsis tridentata,White
Sibbaldiopsis tridentata,Pink
Sicyos angulatus,White
Sida ciliaris,Orange
Sida ciliaris,Pink
Sida ciliaris,Yellow
Sida ciliaris,Red
Sida elliottii,Orange
Sida elliottii,Yellow
Sida rhombifolia,Yellow
Sida spinosa,White
Sida spinosa,Yellow
Sidalcea campestris,White
Sidalcea campestris,Pink
Sidalcea campestris,Purple
Sidalcea candida,White
Sidalcea candida,Pink
Sidalcea malviflora,White
Sidalcea malviflora,Pink
Sidalcea malviflora,Purple
Sidalcea neomexicana,White
Sidalcea neomexicana,Pink
Sidalcea neomexicana,Purple
Sidalcea oregana,Pink
Sidalcea oregana,Purple
Sidalcea robusta,White
Sidalcea robusta,Pink
Sidalcea robusta,Purple
Sidastrum paniculatum,White
Sidastrum paniculatum,Yellow
Sidastrum paniculatum,Orange
Sidastrum paniculatum,Purple
Sideranthus spinulosus,
Sideroxylon lanuginosum,White
Sideroxylon lycioides,White
Sideroxylon reclinatum,White
Sideroxylon tenax,White
Sieversia ciliata,
Silene acaulis,Pink
Silene acaulis,Purple
Silene antirrhina,White
Silene antirrhina,Red
Silene caroliniana,White
Silene caroliniana,Pink
Silene douglasii,White
Silene douglasii,Pink
Silene douglasii,Green
Silene hookeri,White
Silene hookeri,Pink
Silene hookeri,Green
Silene laciniata,Red
Silene montana,
Silene nivea,White
Silene ovata,White
Silene ovata,Green
Silene regia,Red
Silene rotundifolia,Red
Silene stellata,White
Silene subciliata,Red
Silene verecunda,White
Silene verecunda,Pink
Silene verecunda,Green
Silene verecunda,Purple
Silene virginica,Red
Silphium asteriscus,White
Silphium asteriscus,Yellow
Silphium compositum,Yellow
Silphium integrifolium,Yellow
Silphium laciniatum,Yellow
Silphium mohrii,Yellow
Silphium perfoliatum,Yellow
Silphium pinnatifidum,Yellow
Silphium terebinthinaceum,Yellow
Silphium trifoliatum,
Simmondsia chinensis,White
Simmondsia chinensis,Yellow
Sisyrinchium albidum,White
Sisyrinchium albidum,Yellow
Sisyrinchium albidum,Blue
Sisyrinchium albidum,Purple
Sisyrinchium angustifolium,White
Sisyrinchium angustifolium,Violet
Sisyrinchium angustifolium,Yellow
Sisyrinchium angustifolium,Blue–purple
Sisyrinchium angustifolium,Blue
Sisyrinchium atlanticum,White
Sisyrinchium atlanticum,Blue
Sisyrinchium atlanticum,Violet
Sisyrinchium atlanticum,Purple
Sisyrinchium bellum,White
Sisyrinchium bellum,Violet
Sisyrinchium bellum,Purple
Sisyrinchium bellum,Yellow
Sisyrinchium bellum,Blue
Sisyrinchium bermudiana,
Sisyrinchium californicum,Yellow
Sisyrinchium campestre,White
Sisyrinchium campestre,Yellow
Sisyrinchium campestre,Blue
Sisyrinchium idahoense,Violet
Sisyrinchium idahoense,Yellow
Sisyrinchium idahoense,Blue
Sisyrinchium idahoense,Purple
Sisyrinchium micranthum,
Sisyrinchium montanum,Violet
Sisyrinchium montanum,Yellow
Sisyrinchium montanum,Blue
Sisyrinchium mucronatum,White
Sisyrinchium mucronatum,Violet
Sisyrinchium mucronatum,Purple
Sisyrinchium mucronatum,Yellow
Sisyrinchium mucronatum,Blue
Sisyrinchium nashii,White
Sisyrinchium nashii,Violet
Sisyrinchium nashii,Purple
Sisyrinchium nashii,Yellow
Sisyrinchium nashii,Blue
Sisyrinchium pruinosum,
Sium suave,White
Smallanthus uvedalia,Yellow
Smelowskia americana,White
Smelowskia americana,Pink
Smelowskia americana,Purple
Smilacina racemosa,
Smilacina stellata,
Smilax bona-nox,Green
Smilax glauca,Yellow
Smilax glauca,Green
Smilax herbacea,Green
Smilax herbacea,Brown
Smilax hispida,
Smilax laurifolia,White
Smilax laurifolia,Yellow
Smilax laurifolia,Green
Smilax pseudochina,Green
Smilax pumila,Yellow
Smilax pumila,Green
Smilax rotundifolia,White
Smilax rotundifolia,Green
Smilax rotundifolia,Brown
Smilax tamnoides,Green
Smilax tamnoides,Brown
Smilax walteri,Yellow
Smilax walteri,Green
Smilax walteri,Brown
Solanum carolinense,White
Solanum carolinense,Yellow
Solanum carolinense,Purple
Solanum citrullifolium,Blue
Solanum citrullifolium,Purple
Solanum lanceifolium,White
Solanum lanceifolium,Purple
Solanum wallacei,Purple
Solidago altissima,Yellow
Solidago arguta,Yellow
Solidago bicolor,White
Solidago bicolor,Yellow
Solidago caesia,Yellow
Solidago californica,
Solidago canadensis,Yellow
Solidago drummondii,
Solidago elongata,
Solidago erecta,Yellow
Solidago fistulosa,Yellow
Solidago flexicaulis,Yellow
Solidago gigantea,Yellow
Solidago graminifolia,
Solidago hispida,Yellow
Solidago juncea,Yellow
Solidago lancifolia,Yellow
Solidago lateriflora,
Solidago leiocarpa,Yellow
Solidago lepida,Orange
Solidago lepida,Yellow
Solidago mexicana,Yellow
Solidago missouriensis,Yellow
Solidago multiradiata,Yellow
Solidago nemoralis,Yellow
Solidago odora,Yellow
Solidago ohioensis,Yellow
Solidago patula,Yellow
Solidago pinetorum,Yellow
Solidago ptarmicoides,White
Solidago ptarmicoides,Yellow
Solidago puberula,Orange
Solidago puberula,Yellow
Solidago riddellii,Yellow
Solidago rigida,Yellow
Solidago roanensis,Yellow
Solidago rugosa,Yellow
Solidago sempervirens,Yellow
Solidago serotina,
Solidago shortii,Yellow
Solidago simplex,Yellow
Solidago speciosa,Yellow
Solidago sphacelata,Yellow
Solidago squarrosa,Yellow
Solidago stricta,Orange
Solidago stricta,Yellow
Solidago suaveolens,
Solidago uliginosa,Yellow
Solidago ulmifolia,Yellow
Solidago verna,Yellow
Sophora affinis,White
Sophora affinis,Pink
Sophora secundiflora,
Sophora tomentosa,Yellow
Sorbus americana,White
Sorbus arbutifolia,
Sorbus californica,White
Sorbus decora,White
Sorbus dumosa,White
Sorbus melanocarpa,
Sorbus occidentalis,White
Sorbus occidentalis,Pink
Sorbus scopulina,White
Sorbus sitchensis,White
Sorbus sitchensis,Pink
Sorghastrum nutans,Yellow
Sorghastrum nutans,Green
Sorghastrum secundum,Yellow
Sorghastrum secundum,Green
Sorghastrum secundum,Brown
Sparganium americanum,Yellow
Sparganium americanum,Green
Sparganium angustifolium,White
Sparganium angustifolium,Green
Sparganium eurycarpum,White
Sparganium eurycarpum,Green
Spartina alterniflora,Yellow
Spartina bakeri,White
Spartina bakeri,Green
Spartina cynosuroides,Green
Spartina cynosuroides,Yellow
Spartina cynosuroides,Brown
Spartina patens,Yellow
Spartina pectinata,Yellow
Spergularia marina,White
Spergularia marina,Pink
Sphaeralcea ambigua,White
Sphaeralcea ambigua,Pink
Sphaeralcea ambigua,Orange
Sphaeralcea ambigua,Purple
Sphaeralcea angustifolia,White
Sphaeralcea angustifolia,Purple
Sphaeralcea angustifolia,Pink
Sphaeralcea angustifolia,Orange
Sphaeralcea angustifolia,Red
Sphaeralcea coccinea,Orange
Sphaeralcea coccinea,Red
Sphaeralcea munroana,Orange
Sphenopholis filiformis,Green
Sphenopholis filiformis,Brown
Sphenopholis obtusata,Green
Sphenopholis pensylvanica,Green
Sphenopholis pensylvanica,Brown
Spigelia marilandica,Yellow
Spigelia marilandica,Green
Spigelia marilandica,Red
Spiraea × billiardii,
Spiraea alba,White
Spiraea alba,Pink
Spiraea betulifolia,White
Spiraea californica,
Spiraea corymbosa,White
Spiraea corymbosa,Pink
Spiraea densiflora,
Spiraea discolor,
Spiraea douglasii,Pink
Spiraea latifolia,
Spiraea lucida,White
Spiraea opulifolia,
Spiraea splendens,Pink
Spiraea tomentosa,Pink
Spiraea tomentosa,Purple
Spiraea tomentosa,Red
Spiraea virginiana,White
Spiranthes cernua,White
Spiranthes lacera,White
Spiranthes longilabris,White
Spiranthes lucida,White
Spiranthes lucida,Yellow
Spiranthes odorata,White
Spiranthes romanzoffiana,White
Spiranthes romanzoffiana,Yellow
Spirodela polyrhiza,White
Spirodela polyrhiza,Green
Sporobolus airoides,Yellow
Sporobolus alterniflorus,
Sporobolus brevipilis,
Sporobolus clandestinus,Not Applicable
Sporobolus compositus,Yellow
Sporobolus compositus,Not Applicable
Sporobolus cryptandrus,Yellow
Sporobolus heterolepis,Pink
Sporobolus heterolepis,Yellow
Sporobolus heterolepis,Green
Sporobolus heterolepis,Brown
Sporobolus neglectus,Yellow
Sporobolus neglectus,Green
Sporobolus neglectus,Brown
Sporobolus neglectus,Purple
Sporobolus pumilus,
Sporobolus virginicus,Green
Sporobolus virginicus,Brown
Sporobolus wrightii,Yellow
Stachys aspera,White
Stachys aspera,Pink
Stachys coccinea,Red
Stachys hispida,
Stachys hyssopifolia,White
Stachys hyssopifolia,Purple
Stachys hyssopifolia,Pink
Stachys hyssopifolia,Blue
Stachys hyssopifolia,Red
Stachys palustris,Pink
Stachys palustris,Purple
Stachys tenuifolia,Purple
Stanleya pinnata,Yellow
Staphylea trifolia,White
Steironema ciliatum,
Stellaria borealis,White
Stellaria longifolia,Green
Stellaria longipes,White
Stellaria pubera,White
Stemodia lanata,White
Stemodia lanata,Violet
Stemodia lanata,Purple
Stenanthium densum,
Stenanthium gramineum,White
Stenanthium leimanthoides,White
Stenanthium leimanthoides,Yellow
Stenanthium leimanthoides,Green
Stenaria nigricans,White
Stenaria nigricans,Pink
Stenaria nigricans,Purple
Stenotaphrum secundatum,Green
Stenotaphrum secundatum,Brown
Stevia ovata,White
Stevia ovata,Pink
Stevia salicifolia,White
Stevia serrata,White
Stevia serrata,Pink
Stewartia malacodendron,White
Stewartia ovata,White
Stillingia sylvatica,Yellow
Stillingia sylvatica,Green
Stipa tenuissima,
Stipa viridula,
Stokesia laevis,White
Stokesia laevis,Blue
Stokesia laevis,Purple
Streptanthus amplexicaulis,
Streptanthus inflatus,White
Streptanthus inflatus,Purple
Streptanthus maculatus,Pink
Streptanthus maculatus,Purple
Streptopus lanceolatus,White
Streptopus lanceolatus,Pink
Streptopus lanceolatus,Yellow
Streptopus lanceolatus,Purple
Strophostyles helvola,
Strophostyles helvula,White
Strophostyles helvula,Pink
Strophostyles helvula,Purple
Strophostyles umbellata,White
Strophostyles umbellata,Purple
Strophostyles umbellata,Pink
Strophostyles umbellata,Yellow
Strophostyles umbellata,Blue
Strophostyles umbellata,Red
Struthiopteris spicant,
Stuckenia pectinata,Green
Stylisma pickeringii,White
Stylophorum diphyllum,Orange
Stylophorum diphyllum,Yellow
Stylosanthes biflora,Yellow
Styrax americanus,White
Styrax grandifolius,White
Styrax grandifolius,Yellow
Styrax redivivus,White
Subularia aquatica,White
Subularia aquatica,Pink
Suriana maritima,Yellow
Swertia perennis,White
Swertia perennis,Green
Swertia perennis,Blue
Swertia perennis,Purple
Swida alternifolia,
Swida amomum,
Swida racemosa,
Swida sericea,
Symphoricarpos acutus,Pink
Symphoricarpos acutus,Red
Symphoricarpos albus,White
Symphoricarpos albus,Pink
Symphoricarpos albus,pink
Symphoricarpos microphyllus,White
Symphoricarpos microphyllus,Pink
Symphoricarpos mollis,Pink
Symphoricarpos mollis,Red
Symphoricarpos occidentalis,White
Symphoricarpos occidentalis,Pink
Symphoricarpos occidentalis,pink
Symphoricarpos orbiculatus,White
Symphoricarpos orbiculatus,Green
Symphoricarpos orbiculatus,pink
Symphoricarpos orbiculatus,Green–white
Symphoricarpos oreophilus,White
Symphoricarpos oreophilus,Pink
Symphoricarpos symphoricarpos,
Symphyotrichum × amethystinum,
Symphyotrichum anomalum,White
Symphyotrichum anomalum,Blue
Symphyotrichum anomalum,Purple
Symphyotrichum chapmanii,Purple
Symphyotrichum chilense,Violet
Symphyotrichum chilense,Yellow
Symphyotrichum ciliolatum,White
Symphyotrichum ciliolatum,Blue
Symphyotrichum ciliolatum,Purple
Symphyotrichum concolor,White
Symphyotrichum concolor,Purple
Symphyotrichum cordifolium,White
Symphyotrichum cordifolium,Pink
Symphyotrichum cordifolium,Blue
Symphyotrichum cordifolium,Purple
Symphyotrichum drummondii,White
Symphyotrichum drummondii,Yellow
Symphyotrichum drummondii,Blue
Symphyotrichum drummondii,Purple
Symphyotrichum dumosum,White
Symphyotrichum dumosum,Purple
Symphyotrichum dumosum,Pink
Symphyotrichum dumosum,Yellow
